country	indicator	date	year_week	value	source	url
Czechia	Daily hospital occupancy	15-03-2020	2020-W11	6	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	16-03-2020	2020-W12	19	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	17-03-2020	2020-W12	49	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	18-03-2020	2020-W12	50	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	19-03-2020	2020-W12	55	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	20-03-2020	2020-W12	66	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	21-03-2020	2020-W12	79	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	22-03-2020	2020-W12	97	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	23-03-2020	2020-W13	117	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	24-03-2020	2020-W13	135	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	25-03-2020	2020-W13	175	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	26-03-2020	2020-W13	205	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	27-03-2020	2020-W13	237	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	28-03-2020	2020-W13	271	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	29-03-2020	2020-W13	282	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	30-03-2020	2020-W14	294	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	31-03-2020	2020-W14	322	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	01-04-2020	2020-W14	345	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	02-04-2020	2020-W14	351	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	03-04-2020	2020-W14	375	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	04-04-2020	2020-W14	365	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	05-04-2020	2020-W14	371	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	06-04-2020	2020-W15	395	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	07-04-2020	2020-W15	413	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	08-04-2020	2020-W15	423	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	09-04-2020	2020-W15	417	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	10-04-2020	2020-W15	407	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	11-04-2020	2020-W15	407	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	12-04-2020	2020-W15	402	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	13-04-2020	2020-W16	395	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	14-04-2020	2020-W16	385	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	15-04-2020	2020-W16	370	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	16-04-2020	2020-W16	362	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	17-04-2020	2020-W16	355	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	18-04-2020	2020-W16	338	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	19-04-2020	2020-W16	345	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	20-04-2020	2020-W17	348	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	21-04-2020	2020-W17	365	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	22-04-2020	2020-W17	342	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	23-04-2020	2020-W17	335	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	24-04-2020	2020-W17	329	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	25-04-2020	2020-W17	314	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	26-04-2020	2020-W17	310	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	27-04-2020	2020-W18	309	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	28-04-2020	2020-W18	305	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	29-04-2020	2020-W18	286	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	30-04-2020	2020-W18	273	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	01-05-2020	2020-W18	244	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	02-05-2020	2020-W18	233	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	03-05-2020	2020-W18	232	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	04-05-2020	2020-W19	236	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	05-05-2020	2020-W19	223	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	06-05-2020	2020-W19	209	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	07-05-2020	2020-W19	191	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	08-05-2020	2020-W19	185	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	09-05-2020	2020-W19	173	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	10-05-2020	2020-W19	167	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	11-05-2020	2020-W20	167	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	12-05-2020	2020-W20	157	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	13-05-2020	2020-W20	147	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	14-05-2020	2020-W20	128	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	15-05-2020	2020-W20	118	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	16-05-2020	2020-W20	112	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	17-05-2020	2020-W20	110	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	18-05-2020	2020-W21	115	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	19-05-2020	2020-W21	109	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	20-05-2020	2020-W21	101	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	21-05-2020	2020-W21	101	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	22-05-2020	2020-W21	98	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	23-05-2020	2020-W21	93	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	24-05-2020	2020-W21	94	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	25-05-2020	2020-W22	91	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	26-05-2020	2020-W22	91	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	27-05-2020	2020-W22	86	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	28-05-2020	2020-W22	74	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	29-05-2020	2020-W22	71	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	30-05-2020	2020-W22	72	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	31-05-2020	2020-W22	70	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	01-06-2020	2020-W23	73	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	02-06-2020	2020-W23	75	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	03-06-2020	2020-W23	65	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	04-06-2020	2020-W23	60	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	05-06-2020	2020-W23	60	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	06-06-2020	2020-W23	59	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	07-06-2020	2020-W23	61	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	08-06-2020	2020-W24	60	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	09-06-2020	2020-W24	63	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	10-06-2020	2020-W24	66	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	11-06-2020	2020-W24	65	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	12-06-2020	2020-W24	69	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	13-06-2020	2020-W24	67	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	14-06-2020	2020-W24	68	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	15-06-2020	2020-W25	77	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	16-06-2020	2020-W25	78	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	17-06-2020	2020-W25	84	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	18-06-2020	2020-W25	83	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	19-06-2020	2020-W25	82	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	20-06-2020	2020-W25	80	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	21-06-2020	2020-W25	74	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	22-06-2020	2020-W26	75	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	23-06-2020	2020-W26	77	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	24-06-2020	2020-W26	77	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	25-06-2020	2020-W26	66	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	26-06-2020	2020-W26	64	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	27-06-2020	2020-W26	61	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	28-06-2020	2020-W26	66	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	29-06-2020	2020-W27	69	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	30-06-2020	2020-W27	71	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	01-07-2020	2020-W27	75	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	02-07-2020	2020-W27	72	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	03-07-2020	2020-W27	71	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	04-07-2020	2020-W27	70	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	05-07-2020	2020-W27	73	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	06-07-2020	2020-W28	69	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	07-07-2020	2020-W28	77	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	08-07-2020	2020-W28	85	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	09-07-2020	2020-W28	73	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	10-07-2020	2020-W28	69	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	11-07-2020	2020-W28	64	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	12-07-2020	2020-W28	65	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	13-07-2020	2020-W29	71	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	14-07-2020	2020-W29	71	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	15-07-2020	2020-W29	80	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	16-07-2020	2020-W29	76	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	17-07-2020	2020-W29	74	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	18-07-2020	2020-W29	74	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	19-07-2020	2020-W29	74	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	20-07-2020	2020-W30	71	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	21-07-2020	2020-W30	78	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	22-07-2020	2020-W30	92	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	23-07-2020	2020-W30	91	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	24-07-2020	2020-W30	94	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	25-07-2020	2020-W30	92	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	26-07-2020	2020-W30	91	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	27-07-2020	2020-W31	109	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	28-07-2020	2020-W31	114	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	29-07-2020	2020-W31	116	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	30-07-2020	2020-W31	117	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	31-07-2020	2020-W31	114	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	01-08-2020	2020-W31	116	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	02-08-2020	2020-W31	109	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	03-08-2020	2020-W32	113	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	04-08-2020	2020-W32	115	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	05-08-2020	2020-W32	110	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	06-08-2020	2020-W32	105	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	07-08-2020	2020-W32	106	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	08-08-2020	2020-W32	104	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	09-08-2020	2020-W32	107	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	10-08-2020	2020-W33	113	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	11-08-2020	2020-W33	110	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	12-08-2020	2020-W33	101	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	13-08-2020	2020-W33	106	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	14-08-2020	2020-W33	113	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	15-08-2020	2020-W33	103	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	16-08-2020	2020-W33	101	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	17-08-2020	2020-W34	113	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	18-08-2020	2020-W34	103	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	19-08-2020	2020-W34	108	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	20-08-2020	2020-W34	116	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	21-08-2020	2020-W34	119	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	22-08-2020	2020-W34	124	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	23-08-2020	2020-W34	128	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	24-08-2020	2020-W35	129	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	25-08-2020	2020-W35	131	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	26-08-2020	2020-W35	136	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	27-08-2020	2020-W35	147	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	28-08-2020	2020-W35	156	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	29-08-2020	2020-W35	155	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	30-08-2020	2020-W35	154	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	31-08-2020	2020-W36	171	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	01-09-2020	2020-W36	178	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	02-09-2020	2020-W36	180	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	03-09-2020	2020-W36	195	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	04-09-2020	2020-W36	207	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	05-09-2020	2020-W36	209	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	06-09-2020	2020-W36	220	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	07-09-2020	2020-W37	256	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	08-09-2020	2020-W37	253	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	09-09-2020	2020-W37	266	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	10-09-2020	2020-W37	272	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	11-09-2020	2020-W37	310	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	12-09-2020	2020-W37	283	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	13-09-2020	2020-W37	305	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	14-09-2020	2020-W38	339	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	15-09-2020	2020-W38	369	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	16-09-2020	2020-W38	399	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	17-09-2020	2020-W38	495	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	18-09-2020	2020-W38	525	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	19-09-2020	2020-W38	508	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	20-09-2020	2020-W38	532	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	21-09-2020	2020-W39	613	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	22-09-2020	2020-W39	637	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	23-09-2020	2020-W39	710	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	24-09-2020	2020-W39	768	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	25-09-2020	2020-W39	825	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	26-09-2020	2020-W39	797	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	27-09-2020	2020-W39	823	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	28-09-2020	2020-W40	845	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	29-09-2020	2020-W40	998	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	30-09-2020	2020-W40	1062	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	01-10-2020	2020-W40	1164	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	02-10-2020	2020-W40	1241	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	03-10-2020	2020-W40	1209	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	04-10-2020	2020-W40	1281	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	05-10-2020	2020-W41	1488	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	06-10-2020	2020-W41	1633	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	07-10-2020	2020-W41	1785	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	08-10-2020	2020-W41	1956	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	09-10-2020	2020-W41	2149	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	10-10-2020	2020-W41	2168	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	11-10-2020	2020-W41	2220	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	12-10-2020	2020-W42	2579	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	13-10-2020	2020-W42	2692	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	14-10-2020	2020-W42	2990	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	15-10-2020	2020-W42	3207	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	16-10-2020	2020-W42	3452	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	17-10-2020	2020-W42	3552	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	18-10-2020	2020-W42	3713	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	19-10-2020	2020-W43	4154	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	20-10-2020	2020-W43	4450	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia	Daily hospital occupancy	21-10-2020	2020-W43	4867	Country_Website	https://onemocneni-aktualne.mzcr.cz/covid-19
